item_id,store_id,average_daily_sales,maximum_daily_sales,average_lead_time,maximum_lead_time,safety_stock,reorder_point
FOODS_3_766,CA_3,2.23,10,7,14,124.41,140.0
FOODS_3_767,CA_3,11.88,99,7,14,1302.82,1386.0
FOODS_3_768,CA_3,1.73,25,7,14,337.86,350.0
FOODS_3_769,CA_3,10.0,118,7,14,1582.02,1652.0
FOODS_3_770,CA_3,0.83,23,7,14,316.17,322.0
FOODS_3_771,CA_3,1.91,21,7,14,280.66,294.0
FOODS_3_772,CA_3,5.0,49,7,14,650.99,686.0
FOODS_3_773,CA_3,0.62,20,7,14,275.66,280.0
FOODS_3_774,CA_3,0.91,11,7,14,147.64,154.0
FOODS_3_775,CA_3,1.36,11,7,14,144.48,154.0
FOODS_3_776,CA_3,0.72,40,7,14,554.94,560.0
FOODS_3_777,CA_3,0.41,29,7,14,403.15,406.0
FOODS_3_778,CA_3,0.6,8,7,14,107.77,112.0
FOODS_3_779,CA_3,0.25,10,7,14,138.24,140.0
FOODS_3_780,CA_3,0.58,11,7,14,149.96,154.0
FOODS_3_781,CA_3,1.09,9,7,14,118.39,126.0
FOODS_3_782,CA_3,4.19,21,7,14,264.65,294.0
FOODS_3_783,CA_3,4.09,38,7,14,503.35,532.0
FOODS_3_784,CA_3,1.13,10,7,14,132.11,140.0
FOODS_3_785,CA_3,12.34,127,7,14,1691.59,1778.0
FOODS_3_786,CA_3,3.0,30,7,14,399.03,420.0
FOODS_3_787,CA_3,7.73,54,7,14,701.86,756.0
FOODS_3_788,CA_3,2.98,28,7,14,371.11,392.0
FOODS_3_789,CA_3,7.51,48,7,14,619.42,672.0
FOODS_3_790,CA_3,0.15,19,7,14,264.97,266.0
FOODS_3_791,CA_3,0.93,12,7,14,161.49,168.0
FOODS_3_792,CA_3,6.85,39,7,14,498.07,546.0
FOODS_3_793,CA_3,2.92,17,7,14,217.59,238.0
FOODS_3_794,CA_3,4.54,20,7,14,248.25,280.0
FOODS_3_795,CA_3,2.56,16,7,14,206.11,224.0
FOODS_3_796,CA_3,0.12,11,7,14,153.14,154.0
FOODS_3_797,CA_3,1.67,23,7,14,310.3,322.0
FOODS_3_798,CA_3,0.37,11,7,14,151.42,154.0
FOODS_3_799,CA_3,0.23,5,7,14,68.36,70.0
FOODS_3_800,CA_3,5.14,83,7,14,1126.02,1162.0
FOODS_3_801,CA_3,4.72,41,7,14,540.95,574.0
FOODS_3_802,CA_3,0.55,10,7,14,136.17,140.0
FOODS_3_803,CA_3,1.22,22,7,14,299.45,308.0
FOODS_3_804,CA_3,19.35,98,7,14,1236.57,1372.0
FOODS_3_805,CA_3,3.26,38,7,14,509.17,532.0
FOODS_3_806,CA_3,0.26,9,7,14,124.18,126.0
FOODS_3_807,CA_3,4.08,38,7,14,503.42,532.0
FOODS_3_808,CA_3,37.95,329,7,14,4340.38,4606.0
FOODS_3_809,CA_3,4.54,45,7,14,598.21,630.0
FOODS_3_810,CA_3,1.72,13,7,14,169.93,182.0
FOODS_3_811,CA_3,13.3,118,7,14,1558.93,1652.0
FOODS_3_812,CA_3,2.28,18,7,14,236.06,252.0
FOODS_3_813,CA_3,0.56,17,7,14,234.06,238.0
FOODS_3_814,CA_3,2.4,22,7,14,291.18,308.0
FOODS_3_815,CA_3,0.63,27,7,14,373.61,378.0
FOODS_3_816,CA_3,8.03,146,7,14,1987.82,2044.0
FOODS_3_817,CA_3,0.97,7,7,14,91.22,98.0
FOODS_3_818,CA_3,3.76,30,7,14,393.7,420.0
FOODS_3_819,CA_3,3.6,28,7,14,366.79,392.0
FOODS_3_820,CA_3,1.97,12,7,14,154.19,168.0
FOODS_3_821,CA_3,0.47,8,7,14,108.71,112.0
FOODS_3_822,CA_3,5.38,61,7,14,816.31,854.0
FOODS_3_823,CA_3,2.51,25,7,14,332.42,350.0
FOODS_3_824,CA_3,0.82,18,7,14,246.28,252.0
FOODS_3_825,CA_3,1.01,14,7,14,188.93,196.0
FOODS_3_826,CA_3,0.65,11,7,14,149.46,154.0
FOODS_3_827,CA_3,1.34,66,7,14,914.59,924.0
HOBBIES_1_001,CA_4,0.33,6,7,14,81.68,84.0
HOBBIES_1_002,CA_4,0.17,4,7,14,54.82,56.0
HOBBIES_1_003,CA_4,0.08,3,7,14,41.41,42.0
HOBBIES_1_004,CA_4,0.83,10,7,14,134.19,140.0
HOBBIES_1_005,CA_4,0.49,7,7,14,94.6,98.0
HOBBIES_1_006,CA_4,0.01,3,7,14,41.91,42.0
HOBBIES_1_007,CA_4,0.18,2,7,14,26.71,28.0
HOBBIES_1_008,CA_4,4.78,64,7,14,862.52,896.0
HOBBIES_1_009,CA_4,1.29,23,7,14,312.98,322.0
HOBBIES_1_010,CA_4,0.25,3,7,14,40.23,42.0
HOBBIES_1_011,CA_4,0.05,3,7,14,41.63,42.0
HOBBIES_1_012,CA_4,0.18,4,7,14,54.76,56.0
HOBBIES_1_013,CA_4,0.19,3,7,14,40.64,42.0
HOBBIES_1_014,CA_4,1.32,10,7,14,130.75,140.0
HOBBIES_1_015,CA_4,5.12,45,7,14,594.17,630.0
HOBBIES_1_016,CA_4,0.7,34,7,14,471.1,476.0
HOBBIES_1_017,CA_4,0.18,18,7,14,250.76,252.0
HOBBIES_1_018,CA_4,0.05,2,7,14,27.65,28.0
HOBBIES_1_019,CA_4,3.02,48,7,14,650.86,672.0
HOBBIES_1_020,CA_4,0.32,4,7,14,53.76,56.0
HOBBIES_1_021,CA_4,0.26,5,7,14,68.16,70.0
HOBBIES_1_022,CA_4,0.11,3,7,14,41.22,42.0
HOBBIES_1_023,CA_4,0.46,6,7,14,80.79,84.0
HOBBIES_1_024,CA_4,0.42,7,7,14,95.03,98.0
HOBBIES_1_025,CA_4,0.09,7,7,14,97.37,98.0
HOBBIES_1_026,CA_4,0.25,4,7,14,54.24,56.0
HOBBIES_1_027,CA_4,0.08,10,7,14,139.44,140.0
HOBBIES_1_028,CA_4,0.52,4,7,14,52.37,56.0
HOBBIES_1_029,CA_4,1.08,8,7,14,104.44,112.0
HOBBIES_1_030,CA_4,1.65,32,7,14,436.42,448.0
HOBBIES_1_031,CA_4,0.08,2,7,14,27.45,28.0
HOBBIES_1_032,CA_4,4.45,54,7,14,724.83,756.0
HOBBIES_1_033,CA_4,0.04,3,7,14,41.69,42.0
HOBBIES_1_034,CA_4,0.19,5,7,14,68.69,70.0
HOBBIES_1_035,CA_4,0.09,2,7,14,27.36,28.0
HOBBIES_1_036,CA_4,0.24,8,7,14,110.35,112.0
HOBBIES_1_037,CA_4,0.35,7,7,14,95.54,98.0
HOBBIES_1_038,CA_4,0.19,5,7,14,68.67,70.0
HOBBIES_1_039,CA_4,0.05,2,7,14,27.65,28.0
HOBBIES_1_040,CA_4,0.67,6,7,14,79.33,84.0
HOBBIES_1_041,CA_4,0.1,3,7,14,41.31,42.0
HOBBIES_1_042,CA_4,0.31,4,7,14,53.82,56.0
HOBBIES_1_043,CA_4,2.43,31,7,14,416.96,434.0
HOBBIES_1_044,CA_4,0.59,7,7,14,93.85,98.0
HOBBIES_1_045,CA_4,0.07,3,7,14,41.54,42.0
HOBBIES_1_046,CA_4,0.11,3,7,14,41.26,42.0
HOBBIES_1_047,CA_4,0.71,15,7,14,205.02,210.0
HOBBIES_1_048,CA_4,5.02,41,7,14,538.87,574.0
HOBBIES_1_049,CA_4,0.06,3,7,14,41.59,42.0
HOBBIES_1_050,CA_4,0.47,4,7,14,52.73,56.0
HOBBIES_1_051,CA_4,0.05,2,7,14,27.63,28.0
HOBBIES_1_052,CA_4,0.02,2,7,14,27.83,28.0
HOBBIES_1_053,CA_4,0.04,6,7,14,83.7,84.0
HOBBIES_1_054,CA_4,0.06,3,7,14,41.57,42.0
HOBBIES_1_055,CA_4,1.06,10,7,14,132.6,140.0
HOBBIES_1_056,CA_4,0.05,8,7,14,111.63,112.0
HOBBIES_1_057,CA_4,0.44,6,7,14,80.94,84.0
HOBBIES_1_058,CA_4,0.08,4,7,14,55.47,56.0
HOBBIES_1_060,CA_4,0.19,3,7,14,40.7,42.0
HOBBIES_1_061,CA_4,0.22,7,7,14,96.46,98.0
HOBBIES_1_062,CA_4,0.05,4,7,14,55.66,56.0
HOBBIES_1_063,CA_4,0.01,2,7,14,27.91,28.0
HOBBIES_1_064,CA_4,0.71,5,7,14,65.03,70.0
HOBBIES_1_065,CA_4,0.05,2,7,14,27.64,28.0
HOBBIES_1_066,CA_4,0.44,16,7,14,220.92,224.0
HOBBIES_1_067,CA_4,4.05,160,7,14,2211.62,2240.0
HOBBIES_1_068,CA_4,0.36,7,7,14,95.46,98.0
HOBBIES_1_069,CA_4,0.21,4,7,14,54.5,56.0
HOBBIES_1_070,CA_4,0.05,2,7,14,27.68,28.0
HOBBIES_1_072,CA_4,0.14,3,7,14,41.04,42.0
HOBBIES_1_073,CA_4,0.41,5,7,14,67.16,70.0
HOBBIES_1_074,CA_4,1.01,8,7,14,104.93,112.0
HOBBIES_1_075,CA_4,0.43,8,7,14,108.99,112.0
HOBBIES_1_076,CA_4,0.22,7,7,14,96.47,98.0
HOBBIES_1_077,CA_4,0.18,4,7,14,54.71,56.0
HOBBIES_1_078,CA_4,0.98,7,7,14,91.11,98.0
HOBBIES_1_079,CA_4,0.59,4,7,14,51.89,56.0
HOBBIES_1_080,CA_4,3.43,50,7,14,676.02,700.0
HOBBIES_1_081,CA_4,0.41,4,7,14,53.16,56.0
HOBBIES_1_082,CA_4,0.05,2,7,14,27.63,28.0
HOBBIES_1_083,CA_4,0.14,3,7,14,40.99,42.0
HOBBIES_1_084,CA_4,0.78,8,7,14,106.51,112.0
HOBBIES_1_085,CA_4,0.53,9,7,14,122.3,126.0
HOBBIES_1_086,CA_4,0.86,6,7,14,77.97,84.0
HOBBIES_1_087,CA_4,0.19,4,7,14,54.66,56.0
HOBBIES_1_088,CA_4,0.35,10,7,14,137.56,140.0
HOBBIES_1_089,CA_4,1.08,6,7,14,76.46,84.0
HOBBIES_1_090,CA_4,1.35,32,7,14,438.57,448.0
HOBBIES_1_091,CA_4,0.44,15,7,14,206.95,210.0
HOBBIES_1_092,CA_4,0.12,3,7,14,41.18,42.0
HOBBIES_1_093,CA_4,0.1,3,7,14,41.3,42.0
HOBBIES_1_094,CA_4,0.23,7,7,14,96.39,98.0
HOBBIES_1_095,CA_4,0.1,3,7,14,41.3,42.0
HOBBIES_1_097,CA_4,0.57,4,7,14,52.02,56.0
HOBBIES_1_098,CA_4,0.25,3,7,14,40.28,42.0
HOBBIES_1_099,CA_4,0.58,6,7,14,79.93,84.0
HOBBIES_1_100,CA_4,0.53,4,7,14,52.28,56.0
HOBBIES_1_102,CA_4,0.04,3,7,14,41.7,42.0
HOBBIES_1_103,CA_4,4.42,40,7,14,529.03,560.0
HOBBIES_1_104,CA_4,0.09,2,7,14,27.34,28.0
HOBBIES_1_105,CA_4,0.47,8,7,14,108.73,112.0
HOBBIES_1_106,CA_4,0.14,4,7,14,55.05,56.0
HOBBIES_1_107,CA_4,0.09,4,7,14,55.39,56.0
HOBBIES_1_108,CA_4,0.53,5,7,14,66.32,70.0
HOBBIES_1_109,CA_4,0.11,4,7,14,55.22,56.0
HOBBIES_1_110,CA_4,0.09,2,7,14,27.4,28.0
HOBBIES_1_111,CA_4,0.52,8,7,14,108.37,112.0
HOBBIES_1_112,CA_4,0.04,8,7,14,111.71,112.0
HOBBIES_1_113,CA_4,0.07,3,7,14,41.49,42.0
HOBBIES_1_114,CA_4,0.15,4,7,14,54.95,56.0
HOBBIES_1_115,CA_4,1.0,14,7,14,189.0,196.0
HOBBIES_1_116,CA_4,0.21,3,7,14,40.54,42.0
HOBBIES_1_117,CA_4,0.14,2,7,14,27.04,28.0
HOBBIES_1_118,CA_4,0.05,2,7,14,27.64,28.0
HOBBIES_1_119,CA_4,0.45,23,7,14,318.84,322.0
HOBBIES_1_120,CA_4,0.12,3,7,14,41.19,42.0
HOBBIES_1_121,CA_4,0.57,13,7,14,178.02,182.0
HOBBIES_1_122,CA_4,0.78,31,7,14,428.55,434.0
HOBBIES_1_123,CA_4,0.25,3,7,14,40.25,42.0
HOBBIES_1_124,CA_4,0.36,6,7,14,81.45,84.0
HOBBIES_1_125,CA_4,0.08,3,7,14,41.44,42.0
HOBBIES_1_126,CA_4,0.17,3,7,14,40.8,42.0
HOBBIES_1_127,CA_4,0.36,10,7,14,137.45,140.0
HOBBIES_1_128,CA_4,0.21,4,7,14,54.56,56.0
HOBBIES_1_129,CA_4,0.41,4,7,14,53.16,56.0
HOBBIES_1_130,CA_4,0.8,10,7,14,134.43,140.0
HOBBIES_1_131,CA_4,1.03,19,7,14,258.78,266.0
HOBBIES_1_132,CA_4,0.52,5,7,14,66.35,70.0
HOBBIES_1_133,CA_4,0.1,2,7,14,27.32,28.0
HOBBIES_1_134,CA_4,2.25,16,7,14,208.28,224.0
HOBBIES_1_135,CA_4,0.08,3,7,14,41.44,42.0
HOBBIES_1_136,CA_4,0.04,2,7,14,27.69,28.0
HOBBIES_1_137,CA_4,0.4,4,7,14,53.18,56.0
HOBBIES_1_138,CA_4,0.07,3,7,14,41.48,42.0
HOBBIES_1_139,CA_4,0.53,8,7,14,108.3,112.0
HOBBIES_1_140,CA_4,0.38,20,7,14,277.32,280.0
HOBBIES_1_141,CA_4,0.59,5,7,14,65.86,70.0
HOBBIES_1_142,CA_4,0.09,8,7,14,111.4,112.0
HOBBIES_1_143,CA_4,0.3,5,7,14,67.9,70.0
HOBBIES_1_144,CA_4,0.53,5,7,14,66.27,70.0
HOBBIES_1_145,CA_4,0.66,36,7,14,499.39,504.0
HOBBIES_1_146,CA_4,0.22,4,7,14,54.44,56.0
HOBBIES_1_147,CA_4,4.35,25,7,14,319.55,350.0
HOBBIES_1_148,CA_4,0.78,7,7,14,92.54,98.0
HOBBIES_1_149,CA_4,0.06,4,7,14,55.58,56.0
HOBBIES_1_150,CA_4,1.56,32,7,14,437.1,448.0
HOBBIES_1_151,CA_4,0.6,8,7,14,107.8,112.0
HOBBIES_1_152,CA_4,0.29,4,7,14,53.94,56.0
HOBBIES_1_153,CA_4,0.81,7,7,14,92.31,98.0
HOBBIES_1_154,CA_4,1.0,8,7,14,104.99,112.0
HOBBIES_1_155,CA_4,0.74,8,7,14,106.8,112.0
HOBBIES_1_156,CA_4,0.25,11,7,14,152.24,154.0
HOBBIES_1_157,CA_4,0.34,3,7,14,39.61,42.0
HOBBIES_1_158,CA_4,0.3,9,7,14,123.87,126.0
HOBBIES_1_159,CA_4,0.62,7,7,14,93.67,98.0
HOBBIES_1_160,CA_4,0.21,3,7,14,40.55,42.0
HOBBIES_1_161,CA_4,0.47,16,7,14,220.68,224.0
HOBBIES_1_162,CA_4,0.06,5,7,14,69.58,70.0
HOBBIES_1_163,CA_4,0.26,5,7,14,68.17,70.0
HOBBIES_1_164,CA_4,0.3,4,7,14,53.93,56.0
HOBBIES_1_165,CA_4,0.05,3,7,14,41.65,42.0
HOBBIES_1_166,CA_4,0.31,4,7,14,53.85,56.0
HOBBIES_1_167,CA_4,1.36,17,7,14,228.5,238.0
HOBBIES_1_168,CA_4,0.12,3,7,14,41.15,42.0
HOBBIES_1_169,CA_4,1.91,57,7,14,784.61,798.0
HOBBIES_1_170,CA_4,0.02,2,7,14,27.89,28.0
HOBBIES_1_171,CA_4,0.17,8,7,14,110.82,112.0
HOBBIES_1_172,CA_4,0.14,3,7,14,41.02,42.0
HOBBIES_1_173,CA_4,0.17,3,7,14,40.81,42.0
HOBBIES_1_174,CA_4,0.06,2,7,14,27.6,28.0
HOBBIES_1_175,CA_4,0.14,4,7,14,55.05,56.0
HOBBIES_1_176,CA_4,0.05,6,7,14,83.63,84.0
HOBBIES_1_177,CA_4,0.7,7,7,14,93.1,98.0
HOBBIES_1_178,CA_4,7.11,51,7,14,664.25,714.0
HOBBIES_1_179,CA_4,0.34,3,7,14,39.63,42.0
HOBBIES_1_180,CA_4,0.09,3,7,14,41.34,42.0
HOBBIES_1_181,CA_4,0.06,2,7,14,27.58,28.0
HOBBIES_1_183,CA_4,0.24,5,7,14,68.31,70.0
HOBBIES_1_184,CA_4,0.21,3,7,14,40.52,42.0
HOBBIES_1_185,CA_4,0.2,3,7,14,40.57,42.0
HOBBIES_1_186,CA_4,0.07,4,7,14,55.54,56.0
HOBBIES_1_187,CA_4,0.21,6,7,14,82.52,84.0
HOBBIES_1_188,CA_4,0.03,3,7,14,41.82,42.0
HOBBIES_1_189,CA_4,2.39,35,7,14,473.26,490.0
HOBBIES_1_190,CA_4,0.08,3,7,14,41.42,42.0
HOBBIES_1_191,CA_4,0.09,3,7,14,41.39,42.0
HOBBIES_1_192,CA_4,0.03,2,7,14,27.77,28.0
HOBBIES_1_193,CA_4,0.52,6,7,14,80.33,84.0
HOBBIES_1_194,CA_4,1.01,7,7,14,90.91,98.0
HOBBIES_1_195,CA_4,0.43,4,7,14,52.98,56.0
HOBBIES_1_197,CA_4,0.02,2,7,14,27.87,28.0
HOBBIES_1_198,CA_4,0.34,5,7,14,67.63,70.0
HOBBIES_1_199,CA_4,0.27,6,7,14,82.14,84.0
HOBBIES_1_200,CA_4,0.39,5,7,14,67.26,70.0
HOBBIES_1_201,CA_4,0.88,5,7,14,63.82,70.0
HOBBIES_1_202,CA_4,1.02,37,7,14,510.85,518.0
HOBBIES_1_203,CA_4,0.17,4,7,14,54.79,56.0
HOBBIES_1_204,CA_4,0.16,4,7,14,54.89,56.0
HOBBIES_1_205,CA_4,0.07,6,7,14,83.5,84.0
HOBBIES_1_206,CA_4,0.29,7,7,14,95.98,98.0
HOBBIES_1_207,CA_4,0.08,2,7,14,27.44,28.0
HOBBIES_1_208,CA_4,0.15,4,7,14,54.93,56.0
HOBBIES_1_209,CA_4,0.34,16,7,14,221.63,224.0
HOBBIES_1_210,CA_4,0.38,7,7,14,95.33,98.0
HOBBIES_1_211,CA_4,0.64,10,7,14,135.49,140.0
HOBBIES_1_212,CA_4,0.06,3,7,14,41.56,42.0
HOBBIES_1_213,CA_4,0.74,6,7,14,78.81,84.0
HOBBIES_1_214,CA_4,0.11,3,7,14,41.25,42.0
HOBBIES_1_215,CA_4,0.61,6,7,14,79.74,84.0
HOBBIES_1_216,CA_4,1.04,23,7,14,314.7,322.0
HOBBIES_1_217,CA_4,0.05,2,7,14,27.66,28.0
HOBBIES_1_218,CA_4,0.24,4,7,14,54.34,56.0
HOBBIES_1_219,CA_4,0.03,3,7,14,41.76,42.0
HOBBIES_1_220,CA_4,0.11,6,7,14,83.24,84.0
HOBBIES_1_221,CA_4,0.19,4,7,14,54.68,56.0
HOBBIES_1_223,CA_4,0.61,20,7,14,275.7,280.0
HOBBIES_1_224,CA_4,0.07,2,7,14,27.48,28.0
HOBBIES_1_225,CA_4,0.21,3,7,14,40.5,42.0
HOBBIES_1_226,CA_4,0.5,4,7,14,52.5,56.0
HOBBIES_1_227,CA_4,0.13,8,7,14,111.06,112.0
HOBBIES_1_228,CA_4,0.44,4,7,14,52.94,56.0
HOBBIES_1_229,CA_4,0.06,4,7,14,55.6,56.0
HOBBIES_1_230,CA_4,0.01,3,7,14,41.9,42.0
HOBBIES_1_231,CA_4,0.29,4,7,14,53.98,56.0
HOBBIES_1_232,CA_4,0.47,28,7,14,388.7,392.0
HOBBIES_1_233,CA_4,2.68,44,7,14,597.22,616.0
HOBBIES_1_234,CA_4,1.02,48,7,14,664.87,672.0
HOBBIES_1_235,CA_4,0.34,4,7,14,53.63,56.0
HOBBIES_1_236,CA_4,1.28,9,7,14,117.06,126.0
HOBBIES_1_237,CA_4,0.29,6,7,14,81.94,84.0
HOBBIES_1_238,CA_4,0.04,3,7,14,41.69,42.0
HOBBIES_1_239,CA_4,0.24,9,7,14,124.35,126.0
HOBBIES_1_240,CA_4,0.13,6,7,14,83.07,84.0
HOBBIES_1_241,CA_4,0.4,5,7,14,67.2,70.0
HOBBIES_1_242,CA_4,1.12,14,7,14,188.16,196.0
HOBBIES_1_243,CA_4,0.03,3,7,14,41.78,42.0
HOBBIES_1_244,CA_4,5.91,38,7,14,490.64,532.0
HOBBIES_1_245,CA_4,0.11,2,7,14,27.24,28.0
HOBBIES_1_246,CA_4,0.09,3,7,14,41.39,42.0
HOBBIES_1_247,CA_4,0.25,5,7,14,68.23,70.0
HOBBIES_1_248,CA_4,0.12,15,7,14,209.17,210.0
HOBBIES_1_249,CA_4,0.51,4,7,14,52.43,56.0
HOBBIES_1_250,CA_4,0.11,3,7,14,41.26,42.0
HOBBIES_1_251,CA_4,0.17,5,7,14,68.82,70.0
HOBBIES_1_252,CA_4,0.65,18,7,14,247.47,252.0
HOBBIES_1_253,CA_4,0.13,4,7,14,55.1,56.0
HOBBIES_1_254,CA_4,3.3,41,7,14,550.88,574.0
HOBBIES_1_255,CA_4,0.66,14,7,14,191.35,196.0
HOBBIES_1_256,CA_4,5.02,55,7,14,734.83,770.0
HOBBIES_1_257,CA_4,0.12,2,7,14,27.13,28.0
HOBBIES_1_258,CA_4,0.68,6,7,14,79.23,84.0
HOBBIES_1_259,CA_4,0.22,6,7,14,82.46,84.0
HOBBIES_1_260,CA_4,0.28,3,7,14,40.05,42.0
HOBBIES_1_261,CA_4,1.8,38,7,14,519.43,532.0
HOBBIES_1_262,CA_4,0.17,3,7,14,40.82,42.0
HOBBIES_1_263,CA_4,0.09,5,7,14,69.39,70.0
HOBBIES_1_264,CA_4,0.23,3,7,14,40.4,42.0
HOBBIES_1_265,CA_4,0.02,2,7,14,27.85,28.0
HOBBIES_1_266,CA_4,0.27,4,7,14,54.08,56.0
HOBBIES_1_267,CA_4,0.02,4,7,14,55.84,56.0
HOBBIES_1_268,CA_4,5.05,61,7,14,818.67,854.0
HOBBIES_1_269,CA_4,0.07,3,7,14,41.54,42.0
HOBBIES_1_270,CA_4,0.33,4,7,14,53.7,56.0
HOBBIES_1_271,CA_4,0.09,2,7,14,27.4,28.0
HOBBIES_1_272,CA_4,0.08,2,7,14,27.47,28.0
HOBBIES_1_273,CA_4,0.19,3,7,14,40.67,42.0
HOBBIES_1_274,CA_4,0.02,2,7,14,27.89,28.0
HOBBIES_1_275,CA_4,0.24,3,7,14,40.29,42.0
HOBBIES_1_276,CA_4,0.45,4,7,14,52.88,56.0
HOBBIES_1_277,CA_4,1.82,110,7,14,1527.27,1540.0
HOBBIES_1_278,CA_4,6.25,77,7,14,1034.23,1078.0
HOBBIES_1_279,CA_4,0.13,7,7,14,97.12,98.0
HOBBIES_1_280,CA_4,0.47,6,7,14,80.73,84.0
HOBBIES_1_281,CA_4,0.43,5,7,14,66.96,70.0
HOBBIES_1_282,CA_4,0.07,3,7,14,41.51,42.0
HOBBIES_1_283,CA_4,0.03,2,7,14,27.79,28.0
HOBBIES_1_284,CA_4,0.06,2,7,14,27.56,28.0
HOBBIES_1_285,CA_4,0.05,2,7,14,27.64,28.0
HOBBIES_1_286,CA_4,2.91,28,7,14,371.65,392.0
HOBBIES_1_287,CA_4,0.5,10,7,14,136.51,140.0
HOBBIES_1_288,CA_4,3.45,37,7,14,493.88,518.0
HOBBIES_1_289,CA_4,0.15,5,7,14,68.92,70.0
HOBBIES_1_290,CA_4,0.1,3,7,14,41.29,42.0
HOBBIES_1_292,CA_4,0.1,4,7,14,55.31,56.0
HOBBIES_1_293,CA_4,0.13,5,7,14,69.07,70.0
HOBBIES_1_294,CA_4,0.07,3,7,14,41.53,42.0
HOBBIES_1_295,CA_4,4.28,49,7,14,656.05,686.0
HOBBIES_1_296,CA_4,0.5,5,7,14,66.49,70.0
HOBBIES_1_297,CA_4,0.59,6,7,14,79.86,84.0
HOBBIES_1_298,CA_4,0.63,7,7,14,93.6,98.0
HOBBIES_1_299,CA_4,0.09,7,7,14,97.4,98.0
HOBBIES_1_300,CA_4,0.55,5,7,14,66.14,70.0
HOBBIES_1_301,CA_4,0.16,7,7,14,96.88,98.0
HOBBIES_1_302,CA_4,0.04,2,7,14,27.73,28.0
HOBBIES_1_303,CA_4,0.22,4,7,14,54.44,56.0
HOBBIES_1_304,CA_4,0.08,4,7,14,55.42,56.0
HOBBIES_1_305,CA_4,0.08,3,7,14,41.45,42.0
HOBBIES_1_306,CA_4,0.35,7,7,14,95.53,98.0
HOBBIES_1_307,CA_4,0.13,3,7,14,41.12,42.0
HOBBIES_1_308,CA_4,0.2,3,7,14,40.6,42.0
HOBBIES_1_309,CA_4,0.36,5,7,14,67.49,70.0
HOBBIES_1_310,CA_4,0.57,4,7,14,51.99,56.0
HOBBIES_1_311,CA_4,0.06,4,7,14,55.56,56.0
HOBBIES_1_312,CA_4,3.83,50,7,14,673.16,700.0
HOBBIES_1_313,CA_4,0.21,8,7,14,110.5,112.0
HOBBIES_1_314,CA_4,0.05,3,7,14,41.62,42.0
HOBBIES_1_315,CA_4,0.14,4,7,14,55.05,56.0
HOBBIES_1_316,CA_4,0.29,36,7,14,501.97,504.0
HOBBIES_1_317,CA_4,0.63,4,7,14,51.62,56.0
HOBBIES_1_318,CA_4,0.18,5,7,14,68.73,70.0
HOBBIES_1_319,CA_4,4.0,40,7,14,532.03,560.0
HOBBIES_1_320,CA_4,0.5,5,7,14,66.47,70.0
HOBBIES_1_321,CA_4,0.44,7,7,14,94.94,98.0
HOBBIES_1_322,CA_4,0.11,2,7,14,27.24,28.0
HOBBIES_1_323,CA_4,0.57,4,7,14,52.02,56.0
HOBBIES_1_324,CA_4,0.77,6,7,14,78.63,84.0
HOBBIES_1_325,CA_4,0.05,3,7,14,41.66,42.0
HOBBIES_1_326,CA_4,0.14,3,7,14,41.02,42.0
HOBBIES_1_327,CA_4,0.54,5,7,14,66.23,70.0
HOBBIES_1_328,CA_4,0.52,6,7,14,80.34,84.0
HOBBIES_1_329,CA_4,0.12,4,7,14,55.13,56.0
HOBBIES_1_330,CA_4,1.07,8,7,14,104.51,112.0
HOBBIES_1_331,CA_4,0.17,12,7,14,166.8,168.0
HOBBIES_1_332,CA_4,0.43,6,7,14,80.96,84.0
HOBBIES_1_333,CA_4,0.22,4,7,14,54.49,56.0
HOBBIES_1_334,CA_4,0.11,6,7,14,83.23,84.0
HOBBIES_1_335,CA_4,0.13,5,7,14,69.07,70.0
HOBBIES_1_336,CA_4,0.05,3,7,14,41.67,42.0
HOBBIES_1_337,CA_4,2.04,12,7,14,153.73,168.0
HOBBIES_1_338,CA_4,0.92,8,7,14,105.59,112.0
HOBBIES_1_339,CA_4,0.25,6,7,14,82.23,84.0
HOBBIES_1_340,CA_4,0.15,4,7,14,54.98,56.0
HOBBIES_1_341,CA_4,6.16,59,7,14,782.87,826.0
HOBBIES_1_342,CA_4,0.2,4,7,14,54.58,56.0
HOBBIES_1_343,CA_4,0.43,6,7,14,81.0,84.0
HOBBIES_1_344,CA_4,0.14,4,7,14,55.0,56.0
HOBBIES_1_345,CA_4,1.44,13,7,14,171.92,182.0
HOBBIES_1_346,CA_4,0.1,4,7,14,55.33,56.0
HOBBIES_1_347,CA_4,0.04,3,7,14,41.73,42.0
HOBBIES_1_348,CA_4,6.41,58,7,14,767.12,812.0
HOBBIES_1_349,CA_4,0.32,5,7,14,67.75,70.0
HOBBIES_1_350,CA_4,0.59,8,7,14,107.87,112.0
HOBBIES_1_351,CA_4,0.44,5,7,14,66.93,70.0
HOBBIES_1_352,CA_4,0.31,5,7,14,67.83,70.0
HOBBIES_1_353,CA_4,1.42,22,7,14,298.09,308.0
HOBBIES_1_354,CA_4,0.59,10,7,14,135.86,140.0
HOBBIES_1_355,CA_4,0.55,4,7,14,52.14,56.0
HOBBIES_1_356,CA_4,0.46,4,7,14,52.77,56.0
HOBBIES_1_357,CA_4,0.14,4,7,14,55.02,56.0
HOBBIES_1_358,CA_4,0.51,6,7,14,80.44,84.0
HOBBIES_1_359,CA_4,0.08,3,7,14,41.43,42.0
